Library Full Name,Library Number,Year,Ontario Library Service Region,Service Type,Mailing Address,Street Address,City/Town,Province,Postal Code,Web Site Address,No. Cardholders,English Print Titles Held,French Print Titles Held,Other Print Titles Held,Total Print Titles Held,English E-book and E-audio Titles,French E-book and E-audio Titles,Other E-book and E-audio Titles,Total E-book and E-audio Titles
Vaughan,L0359,2019,Southern Ontario Library Service,Public or Union Library,2191 Major Mackenzie Drive ,2191 Major Mackenzie Drive ,Vaughan,Ontario,L6A4W2,www.vaughanpl.info,"147,005","171,417","13,508","29,245","214,170","12,877",0,87,"12,964"
Wabauskang FN,L1101,2019,Ontario Library Service - North,First Nations Library,P.O. Box 339 ,P0 Box 339 ,ear falls,Ontario,P0V1T0,www to be added,25,"1,050",0,0,"1,050",0,0,0,0
Wahta Mohawk FN,L0453,2019,Southern Ontario Library Service,First Nations Library,Box 260 ,2664 Muskoka Road 38 ,Bala,Ontario,P0C1A0,,36,"7,200",0,0,"7,200","79,423",613,39,"80,075"
Wainfleet Twp,L0362,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 118 ,31909 Park Street ,Wainfleet,Ontario,L0S1V0,www.wainfleetlibrary.ca,"2,219","24,291",79,0,"24,370","83,259",613,39,"83,911"
Wasaga Beach,L0364,2019,Southern Ontario Library Service,Public or Union Library,120 Glenwood Drive ,120 Glenwood Drive ,Wasaga Beach,Ontario,L9Z2K5,http://www.wasagabeach.library.on.ca,"5,030","21,073",27,0,"21,100","13,255",146,375,"13,776"
Wasauksing FN,L0423,2019,Ontario Library Service - North,First Nations Library,: P.O. Box 250 ,1508 Lane G Geewadin Rd ,Parry Sound,Ontario,P2A2X4,librarian@wasauksing.ca,346,"9,994",0,129,"10,123","82,191",619,41,"82,851"
Waterloo City,L0365,2019,Southern Ontario Library Service,Public or Union Library,35 Albert Street ,,Waterloo,Ontario,N2L5E2,www.wpl.ca,"62,265","226,171","7,876","5,203","239,250","38,260","6,397",311,"44,968"
Waterloo Region,L0270,2019,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",150 Frederick Street 2nd Floor ,2017 Nafziger Road ,Baden,Ontario,N3A3H4,www.rwlibrary.ca,"15,962","90,232",570,116,"90,918","71,600",493,"1,345","73,438"
Wawa,L0178,2019,Ontario Library Service - North,Public or Union Library,40 Broadway Avenue P.O. Box 1730 ,40 Broadway Ave ,Wawa,Ontario,P0S1K0,www.mtpl.on.ca,560,"13,298",929,0,"14,227","79,423",613,39,"80,075"
Welland,L0366,2019,Southern Ontario Library Service,Public or Union Library,50 The Boardwalk ,50 The Boardwalk ,Welland,Ontario,L3B6J1,http://www.wellandlibrary.ca,"11,550","90,708","12,083",493,"103,284","79,978","6,803",39,"86,820"
Wellington County,L0367,2019,Southern Ontario Library Service,"County, County co-operative or Regional Municipality Library",190 St Andrew St. W ,190 St Andrew St. W ,Fergus,Ontario,N1M1N5,http://www.wellington.ca/Library,"26,713","114,277","1,223",416,"115,916","80,088",613,39,"80,740"
West Grey Twp,L0336,2019,Southern Ontario Library Service,Public or Union Library,240 453 Garafraxa St S. ,240 453 Garafraxa St S. ,Durham,Ontario,N0G1R0,www.westgreylibrary.com,"2,046","21,645",402,0,"22,047","79,423",613,39,"80,075"
West Lincoln Twp,L0370,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 28 ,177 West Street ,Smithville,Ontario,L0R2A0,http://www.westlincolnlibrary.ca,"2,203","33,236",99,0,"33,335","79,423",613,39,"80,075"
West Nipissing,L0371,2019,Ontario Library Service - North,Public or Union Library,225 Holditch St Suite 107 ,225 Holditch St Suite 107 ,Sturgeon Falls,Ontario,P2B1T1,www.wnpl.ca,"3,853","22,789","14,726",0,"37,515",339,91,41,471
West Perth,L0372,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 100 ,105 St. Andrew St. ,Mitchell,Ontario,N0K1N0,http://www.westperth.library.on.ca,"1,691","14,643",141,0,"14,784","74,486",388,504,"75,378"
Westport,L0374,2019,Southern Ontario Library Service,Public or Union Library,P.O. Box 28 ,3 Spring St ,Westport,Ontario,K0G1X0,http://village.westport.on.ca/about-westport/westport-public-library,260,"15,904",0,0,"15,904","79,423",613,39,"80,075"
Whitby,L0027,2019,Southern Ontario Library Service,Public or Union Library,405 Dundas Street West ,405 Dundas Street West ,Whitby,Ontario,L1N6A1,www.whitbylibrary.ca,"47,914","140,562","6,495","4,278","151,335","19,193",0,0,"19,193"
Whitchurch-Stouffville,L0148,2019,Southern Ontario Library Service,Public or Union Library,2 Park Drive ,2 Park Drive ,Stouffville,Ontario,L4A4K1,www.wsplibrary.ca.,"17,664","71,010","4,037","4,921","79,968","107,593",0,11,"107,604"
White River Twp,L0375,2019,Ontario Library Service - North,Public or Union Library,P.O. Box 458 ,123 Superior Street ,White River,Ontario,P0M3G0,www.whiteriverlibrary.com,491,"13,620",394,0,"14,014","79,423",613,39,"80,075"
Whitefish River FN,L0425,2019,Ontario Library Service - North,First Nations Library,52 Bay of Islands Road ,52 Bay of Islands Road ,Birch Island,Ontario,P0P1A0,www.whitefishriver.ca,30,"2,795",1,0,"2,796",0,0,0,0
Whitestone-Hagerman Memorial,L0377,2019,Ontario Library Service - North,Public or Union Library,General Delivery ,2206  Highway 124 ,Dunchurch,Ontario,P0A1G0,www.olsn.ca/whitestonelibrary,"1,352","4,571",44,0,"4,615","79,423",613,39,"80,075"
Whitewater Region,L0482,2019,Southern Ontario Library Service,Public or Union Library,20 Cameron Street P.O. Box 159 ,20 Cameron Street 159 ,Beachburg,Ontario,K0J1C0,http://libraries.whitewaterregion.ca/,"1,725","29,752",234,0,"29,986","79,423",613,39,"80,075"
Wikwemikong FN,L0426,2019,Ontario Library Service - North,First Nations Library,34-A Henry Street ,34 Henry Street ,Wikwemikong,Ontario,P0P2J0,wikwemikong.olsn.ca,409,"8,779",1,0,"8,780",27,0,0,27
Windsor,L0378,2019,Southern Ontario Library Service,Public or Union Library,850 Ouellette Avenue ,,Windsor,Ontario,N9A4M9,www.windsorpubliclibrary.com,"89,393","147,925","6,039","8,579","162,543","17,272",162,0,"17,434"
Wollaston,L0380,2019,Southern Ontario Library Service,Public or Union Library,Hwy 620 P.O. Box 280 ,2149 Hwy 620 ,Coe Hill,Ontario,K0L1P0,www.wollastonpubliclibrary.ca,307,"5,435",45,3,"5,483","79,423",613,39,"80,075"
Woodstock,L0379,2019,Southern Ontario Library Service,Public or Union Library,445 Hunter Street ,,Woodstock,Ontario,N4S4G7,www.woodstock.library.on.ca,"12,361","70,968",704,10,"71,682","80,018",613,39,"80,670"
